mine_name,country,latitude,longitude,confidence,source
Sabodala-Massawa,Senegal,13.197987,-12.122057,medium,nominatim
Sabodala,Senegal,13.163302,-12.112849,medium,nominatim
Saddle North,Canada,50.362156,-119.107983,medium,nominatim
Sadiola,Mali,13.890322,-11.667727,high,nominatim
Sagvoll,Norway,60.702366,10.584339,medium,nominatim
Salares Norte,Chile,-26.009873,-68.892406,high,nominatim
Salobo,Brazil,-18.402745,-44.159546,high,nominatim
San Agustin Sulfides,"Mexico, Durango",,,none,none
San Agustin,Mexico,27.619007,-105.810973,medium,nominatim
San Albino district 2% NSR (no value),Nicaragua,,,none,none
San Albino Silver Purchase Agreement,Nicaragua,,,none,none
San Albino Silver Stream,Nicaragua,,,none,none
San Albino,Nicaragua,13.694835,-86.097024,medium,nominatim
San Bartolome,Bolivia,-16.21668,-67.163981,medium,nominatim
San Diego,Mexico,20.255893,-89.363254,medium,nominatim
San Dimas,Mexico,24.11503,-105.740023,medium,nominatim
San Felipe,Mexico,21.478827,-101.215752,medium,nominatim
San Francisco del Oro,Mexico,26.889281,-105.896996,medium,nominatim
San Gabriel,Peru,-14.812569,-73.152697,medium,nominatim
San Guillermo,Chile,-33.866149,-71.770069,medium,nominatim
San Ignacio,Mexico,23.924935,-106.275307,medium,nominatim
San Jose,Mexico,20.14397,-104.100114,medium,nominatim
San José,Argentina,-34.622352,-58.385205,medium,nominatim
San Julián Veins,Mexico,,,none,none
San Lucas Group,Bolivia,,,none,none
San Luis,Peru,-12.072356,-76.995891,medium,nominatim
San Marcial,"Mexico, Sinaloa",25.573262,-108.214752,medium,nominatim
San Martin,Mexico,29.71903,-105.393171,high,nominatim
San Nicolas,Mexico,16.432962,-96.741954,medium,nominatim
San Valentino,Chile,-37.476049,-72.367772,medium,nominatim
San Vicente,Bolivia,-18.16548,-65.537747,medium,nominatim
Sanbrado,Burkina Faso,,,none,none
Sand King Underground,Australia,,,none,none
Sandy Pines/Fly Lake/Joy,"Canada, Ontario",,,none,none
Sangilo Mine (ISRI),Philippines,,,none,none
Santa Elena,Mexico,30.022839,-110.165971,high,nominatim
Santa Gertrudis,"Sonora, Mexico",16.776475,-96.78386,medium,nominatim
Santa Helena,Brazil,-24.859174,-54.332881,medium,nominatim
Santa Rita,Brazil,-7.128465,-34.984619,medium,nominatim
Santana,Mexico,26.61816,-108.128713,medium,nominatim
Santo Domingo,Chile,-33.786375,-71.675625,medium,nominatim
Sasa,North Macedonia,42.114262,22.519314,high,nominatim
Saturday Night,Canada,52.893509,-118.177855,medium,nominatim
Saucito,Mexico,26.976867,-106.077318,medium,nominatim
Savuka,South Africa,-29.706394,30.944667,medium,nominatim
Sawaya'erdun (Xinjiang Zijin Gold),China (Xinjiang),,,none,none
Schaft Creek,Canada,57.334055,-131.080013,medium,nominatim
Seabee,Canada,55.687014,-103.605957,high,nominatim
Second Fortune,Australia,-29.374118,122.435084,high,nominatim
Segovia,Colombia,7.081679,-74.700909,medium,nominatim
Selena,"USA, Nevada",27.518906,-99.504223,medium,nominatim
Sepon Gold and Copper Mine,Laos,,,none,none
Serra Grande,Brazil,-7.21466,-38.371968,medium,nominatim
Seruyung Mine (SPP),Indonesia,,,none,none
Shaakichiuwaanaan,Canada,,,none,none
Shabu,"Canada, Ontario",51.316913,-92.933629,medium,nominatim
Shahuindo,Peru,-6.353403,-79.424586,medium,nominatim
Shanxi Zijin,China (Shanxi),,,none,none
Shuiyindong (Guizhou Zijin),China (Guizhou),,,none,none
Sierra Gorda,Chile,-22.891677,-69.32001,medium,nominatim
Siguiri,Guinea,11.419526,-9.175151,medium,nominatim
Silangan,Philippines,14.741337,121.668058,medium,nominatim
Silver Peak,"USA, Nevada",39.327166,-114.232776,high,nominatim
Silver Sand,Bolivia,-18.93939,-68.625366,medium,nominatim
Silverback,"USA, Idaho",34.097253,-116.956155,medium,nominatim
Simberi (New Simberi Gold),Papua New Guinea,-2.661534,151.995479,high,nominatim
Sinda,Mexico,,,none,none
Sirola Grenfell,"Kirkland Lake, Canada",,,none,none
Sisorta,Türkiye,,,none,none
Sissingué Complex,Côte d'Ivoire,,,none,none
Skogstrask,Sweden,,,none,none
Skouries,Greece,,,none,none
Sleeper,USA,37.760596,-92.592953,medium,nominatim
Sokor Gold Field Project,Malaysia,,,none,none
Soledad-Dipolos,Mexico,,,none,none
Solomon's Pillar,"Greenstone, Canada",,,none,none
Solvik,Sweden,59.635149,18.665775,medium,nominatim
Somincor,Portugal,38.263092,-8.527004,medium,nominatim
Sotkamo Silver Mine (Hopea),Finland,,,none,none
Soto Norte,Colombia,7.405069,-72.988582,medium,nominatim
South Arturo,United States,34.065333,-117.905082,medium,nominatim
South Deep,South Africa,-34.160233,18.429373,medium,nominatim
South Grass Valley,"USA, Nevada",39.207533,-121.061577,medium,nominatim
South Kalgoorlie,Australia,-31.025506,121.610066,high,nominatim
South of Otter,"Canada, Ontario",,,none,none
South Orogrande,"USA, Idaho",32.385693,-106.091189,medium,nominatim
South Railroad,United States,31.41107,-96.574637,medium,nominatim
South Railroad,USA,31.41107,-96.574637,medium,nominatim
Southern Goldfields Operations,Australia,,,none,none
Speed Goat,"USA, Nevada",44.080118,-103.22681,medium,nominatim
Spring Valley (sold),United States (Nevada),,,none,none
Spring Valley,United States,41.241059,-110.706005,high,nominatim
Spring Valley,USA,41.241059,-110.706005,high,nominatim
Springpole,Canada,50.413544,-87.049709,medium,nominatim
St Ives,Australia,-31.401332,121.826633,high,nominatim
St. Ives,Australia,-31.401332,121.826633,high,nominatim
Stawell,Australia,-37.069306,142.806711,high,nominatim
Stibnite Gold Project,United States,,,none,none
Stibnite,United States,44.898241,-115.339276,medium,nominatim
Stillwater,United States,45.388,-109.892,high,nominatim
Stockman,,,,none,none
Storjuktan,Sweden,65.400859,17.091575,medium,nominatim
Stratoni,Greece,,,none,none
Subei Jinying,China,,,none,none
Subika,Ghana,7.001674,-2.363555,medium,nominatim
Sudbury Basin (sold),Canada,,,none,none
Sudbury,Canada,46.49272,-80.991211,medium,nominatim
Sugar Zone,Canada,,,none,none
Sukari,Egypt,,,none,none
Sukhoi Log,Russia,,,none,none
Sulitjelma,Norway,67.132905,16.077378,medium,nominatim
Sulphur Springs,,,,none,none
Suma Heksa Sinergi,Indonesia,,,none,none
Sunrise Dam,Australia,-29.081659,122.416751,high,nominatim
Sunshine,USA,47.501056,-116.070455,high,nominatim
Superior West,"USA, Arizona",41.895371,-87.631569,medium,nominatim
Suyoc Mine (ISRI),Philippines,,,none,none
Swain Lake,"Canada, Ontario",51.282817,-92.637596,medium,nominatim
Swift,"USA, Nevada",30.484826,-82.771521,high,nominatim
Syama Gold Mine,Mali,,,none,none
Szklary / Dabrowka,Poland,,,none,none
São Francisco,Brazil,-15.857587,-44.889757,high,nominatim
São Jorge,Brazil,-18.960517,-48.224862,high,nominatim
Séguéla,Côte d'Ivoire,7.961411,-6.670235,medium,nominatim
T4,Chile,-34.507281,-71.102936,medium,nominatim
Tabakorole,Mali,10.838417,-7.415833,medium,nominatim
Taca Taca,Argentina,-24.518658,-67.704485,medium,nominatim
Tahuehueto,Mexico,24.049062,-104.664092,high,nominatim
Taizhou,China,,,none,none
Taldybulak Levoberezhny (Altynken),Kyrgyzstan,,,none,none
Taldybulak Levoberezhny,Kyrgyzstan,,,none,none
Tamarack,United States,45.713815,-112.661413,high,nominatim
Tambomayo,Peru,-7.094446,-78.309045,medium,nominatim
Tanami,Australia,-19.81,130.32,medium,nominatim
Tara,Ireland,53.301003,-6.214201,medium,nominatim
Target 1,South Africa,-33.966853,25.598098,medium,nominatim
